0.002 	0.0158521 	-4.43615e-05 	4.94374e-05
0.006 	0.0485857 	-0.000157738 	-2.76495e-05
0.01 	0.0850969 	-0.000323108 	-3.65799e-05
0.014 	0.128271 	-0.00053935 	-3.27847e-06
0.018 	0.185497 	-0.00081545 	2.74304e-05
0.02336 	0.267944 	-0.00100116 	0.000277208
0.0302144 	0.3702 	-0.00091313 	0.000865785
0.0373429 	0.470702 	-0.000667572 	0.00136044
0.0447566 	0.555903 	-0.000429344 	0.00150925
0.0524669 	0.623945 	-0.000231404 	0.00138303
0.0604855 	0.676999 	-0.000105555 	0.00106745
0.0688249 	0.718387 	-8.72217e-05 	0.000676261
0.0774979 	0.75112 	-0.000173109 	0.00032263
0.0865178 	0.777535 	-0.000296112 	9.46631e-05
0.0958985 	0.799292 	-0.000364964 	2.30142e-05
0.105654 	0.81754 	-0.00033642 	4.43955e-05
0.115801 	0.83317 	-0.000227292 	7.34454e-05
0.126353 	0.84696 	-6.77009e-05 	0.000106624
0.137327 	0.859565 	0.00012436 	0.000210903
0.14874 	0.871443 	0.000309774 	0.00040337
0.160609 	0.882773 	0.00042928 	0.000629581
0.172954 	0.893521 	0.000463764 	0.000870729
0.185792 	0.903662 	0.000432133 	0.00109968
0.199143 	0.913281 	0.000361087 	0.00121207
0.213029 	0.922497 	0.000272403 	0.00119433
0.22747 	0.931512 	0.000186421 	0.00118725
0.242489 	0.940596 	0.000135185 	0.00129469
0.258109 	0.949858 	0.000145191 	0.00149367
0.274353 	0.959169 	0.00021266 	0.00170072
0.291247 	0.968315 	0.000321137 	0.00184039
0.308817 	0.97716 	0.000472146 	0.00191937
0.32709 	0.985704 	0.000633864 	0.00198394
0.346093 	0.994132 	0.000733213 	0.00199466
0.365857 	1.00275 	0.000749572 	0.0018913
0.386411 	1.01165 	0.000707548 	0.00165801
0.407788 	1.02069 	0.000655278 	0.00125061
0.430019 	1.02982 	0.000630178 	0.000582777
0.45314 	1.03892 	0.000634246 	-0.000371154
0.477185 	1.04785 	0.000661495 	-0.00141222
0.502193 	1.05673 	0.000692822 	-0.0021567
0.5282 	1.06572 	0.000699264 	-0.00246283
0.555248 	1.07477 	0.000636876 	-0.00255449
0.583378 	1.08372 	0.000538783 	-0.00250031
0.612633 	1.09262 	0.000448424 	-0.00221851
0.643059 	1.10142 	0.000327325 	-0.00187484
0.674701 	1.10986 	0.000210546 	-0.00163543
0.707609 	1.11779 	0.000165089 	-0.00145617
0.741833 	1.12536 	0.000191017 	-0.00124569
0.777427 	1.13241 	0.000256531 	-0.000956786
0.814444 	1.13848 	0.00033952 	-0.000669802
0.852942 	1.14323 	0.000369616 	-0.00054177
0.892979 	1.14655 	0.000236094 	-0.000547735
0.934618 	1.14843 	-3.92549e-05 	-0.00048167
