0.00153846 	4.84792e-05 	-6.01772e-07 	1.35688e-06 	2.6801e-07 	-8.03453e-07 	3.66362e-06
0.00418012 	0.000154837 	-2.78096e-06 	4.59723e-06 	1.59054e-06 	-3.48003e-06 	1.12484e-05
0.00571858 	0.000240432 	-5.04251e-06 	7.48497e-06 	3.05748e-06 	-6.1952e-06 	1.76024e-05
0.00769231 	0.000389384 	-1.11168e-05 	1.30744e-05 	7.41195e-06 	-1.23441e-05 	2.88633e-05
0.0107692 	0.000690012 	-2.67005e-05 	2.40511e-05 	1.87322e-05 	-2.60132e-05 	5.0121e-05
0.0138462 	0.00110358 	-5.27032e-05 	3.64301e-05 	3.74629e-05 	-4.52429e-05 	7.65319e-05
0.0169231 	0.00165676 	-9.07692e-05 	4.65321e-05 	6.41894e-05 	-6.97645e-05 	0.00010981
0.02 	0.00237025 	-0.000141218 	4.89766e-05 	9.87907e-05 	-9.93358e-05 	0.000153267
0.0230769 	0.00325382 	-0.000202871 	3.77691e-05 	0.000140746 	-0.000133863 	0.000211428
0.0261538 	0.00431733 	-0.000273853 	7.1309e-06 	0.000189352 	-0.000173871 	0.000290534
0.0292308 	0.00557855 	-0.000351808 	-5.0953e-05 	0.000243169 	-0.000220496 	0.000402349
0.0323077 	0.00703627 	-0.000434001 	-0.000145693 	0.000300538 	-0.000274945 	0.000562818
0.0353846 	0.00867317 	-0.000519108 	-0.000287671 	0.000359066 	-0.000337688 	0.000795427
0.0384615 	0.0107716 	-0.000631573 	-0.000533768 	0.000420428 	-0.000407842 	0.00121971
0.0432914 	0.0135877 	-0.000877607 	-0.000890958 	0.000499168 	-0.00043389 	0.00201024
0.0500059 	0.0163501 	-0.00131647 	-0.00116497 	0.000629044 	-0.000340722 	0.00304298
0.056989 	0.0179516 	-0.00179598 	-0.00119416 	0.000843928 	-0.000166025 	0.00395533
0.0642514 	0.018252 	-0.00214175 	-0.00102918 	0.00113129 	-1.37768e-05 	0.00460938
0.0718043 	0.0177437 	-0.00233397 	-0.000782888 	0.00143696 	6.93195e-05 	0.00506289
0.0796593 	0.0169228 	-0.00244309 	-0.00054199 	0.00172075 	8.42802e-05 	0.00534975
0.0878285 	0.016105 	-0.0025365 	-0.000362732 	0.00197262 	6.19045e-05 	0.00550627
0.0963245 	0.0154014 	-0.00263478 	-0.000261374 	0.00219894 	3.83466e-05 	0.00558518
0.10516 	0.0147899 	-0.00273216 	-0.000217136 	0.00240454 	3.16246e-05 	0.00560679
0.11435 	0.014255 	-0.00282837 	-0.000213322 	0.00258849 	4.1151e-05 	0.00557847
0.123906 	0.0137765 	-0.00291872 	-0.000251564 	0.00275126 	6.35111e-05 	0.00554102
0.133845 	0.0132886 	-0.00297428 	-0.000322658 	0.00289945 	9.60708e-05 	0.00552263
0.144182 	0.0127822 	-0.00297293 	-0.000402875 	0.0030338 	0.000134925 	0.00549574
0.154932 	0.0123004 	-0.00292973 	-0.000462826 	0.00314289 	0.000171836 	0.0054296
0.166112 	0.011847 	-0.00288231 	-0.000485479 	0.00322243 	0.00019653 	0.00532854
0.17774 	0.0113922 	-0.002856 	-0.000478935 	0.00327919 	0.000207884 	0.00521757
0.189832 	0.0109419 	-0.00284288 	-0.000453171 	0.00331271 	0.000204417 	0.00512416
0.202408 	0.0105508 	-0.00282251 	-0.000414499 	0.00331167 	0.000178759 	0.00504607
