0.215487 	0.0102537 	-0.00278475 	-0.000369255 	0.00327209 	0.000134071 	0.00493676
0.22909 	0.0100179 	-0.00272466 	-0.000321245 	0.00321139 	8.83118e-05 	0.00477088
0.243236 	0.00975174 	-0.00264899 	-0.000283635 	0.00314876 	5.80553e-05 	0.00458778
0.257948 	0.00938296 	-0.00257581 	-0.000270324 	0.00309285 	4.77551e-05 	0.00442409
0.273249 	0.00894086 	-0.00251761 	-0.000271036 	0.00304693 	5.1314e-05 	0.00428046
0.289162 	0.00851711 	-0.00247649 	-0.000261168 	0.00300156 	5.1614e-05 	0.00415027
0.305711 	0.00817562 	-0.00244183 	-0.000228883 	0.00294614 	3.8698e-05 	0.0040185
0.322923 	0.00790177 	-0.00239223 	-0.00017829 	0.00287615 	2.02317e-05 	0.00386457
0.340822 	0.00761632 	-0.00230801 	-0.0001194 	0.00279596 	2.46279e-07 	0.00367467
0.359438 	0.00729083 	-0.00219784 	-5.58726e-05 	0.00272535 	-2.19324e-05 	0.00346238
0.378799 	0.00699438 	-0.00209369 	1.09477e-05 	0.00267648 	-4.05352e-05 	0.00327218
0.398933 	0.00675822 	-0.00201158 	6.61319e-05 	0.0026328 	-5.676e-05 	0.00312754
0.419873 	0.00650604 	-0.00194483 	0.000101061 	0.00256255 	-7.9875e-05 	0.00301142
0.441651 	0.00615613 	-0.00187011 	0.000121846 	0.00246023 	-0.00010458 	0.00290469
0.4643 	0.00571388 	-0.00176707 	0.000122045 	0.00234723 	-0.000114683 	0.00279719
0.487855 	0.00523185 	-0.00163826 	0.000102882 	0.00223347 	-0.000104237 	0.00266831
0.512352 	0.00475931 	-0.0014962 	8.3421e-05 	0.00211546 	-8.16216e-05 	0.00250593
0.537829 	0.00431955 	-0.00134777 	6.68093e-05 	0.00198675 	-6.37757e-05 	0.00233452
0.564325 	0.00391064 	-0.0012014 	4.83895e-05 	0.00184996 	-5.74353e-05 	0.00217224
0.591881 	0.00355238 	-0.00108239 	3.10202e-05 	0.00171868 	-5.61015e-05 	0.00201478
0.620539 	0.00325797 	-0.000996256 	1.18114e-05 	0.00159708 	-6.12109e-05 	0.00186613
0.650343 	0.00299907 	-0.000908065 	-6.75175e-06 	0.00148536 	-6.80582e-05 	0.00172499
0.68134 	0.00273658 	-0.000801098 	-6.37018e-06 	0.00138765 	-6.1794e-05 	0.00158664
0.713576 	0.00247147 	-0.000688544 	1.90912e-05 	0.00130476 	-4.98884e-05 	0.00145768
0.747102 	0.00223294 	-0.000568345 	5.37656e-05 	0.00122981 	-4.68836e-05 	0.0013412
0.781969 	0.0020188 	-0.000440608 	8.1007e-05 	0.00115614 	-4.94479e-05 	0.00122791
0.818231 	0.00181559 	-0.000321486 	8.40207e-05 	0.00109597 	-4.70657e-05 	0.00111916
0.855943 	0.00165643 	-0.000206454 	5.53612e-05 	0.00106181 	-3.02544e-05 	0.00102578
0.895163 	0.00158637 	-8.14294e-05 	1.64829e-05 	0.00105095 	-4.99673e-06 	0.000959085
0.935953 	0.00159775 	5.39316e-05 	-1.0815e-05 	0.0010568 	1.21892e-05 	0.000934249
