# Force          
# CofR           : 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
#                
# Time           	total_x total_y total_z	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
2.83             	-3.6677459180e-02 -4.1637130104e-02 3.3621704620e-01	(-3.8602022730e-02 -4.3498384771e-02 3.3497561323e-01)	(1.9245635507e-03 1.8612546665e-03 1.2414329746e-03)
2.831            	-3.7484285781e-02 -4.0611707366e-02 3.3161767746e-01	(-3.9406156431e-02 -4.2475403761e-02 3.3037852883e-01)	(1.9218706503e-03 1.8636963944e-03 1.2391486331e-03)
2.832            	-3.6754280511e-02 -4.1208330027e-02 3.3708343063e-01	(-3.8675887555e-02 -4.3074740539e-02 3.3584585573e-01)	(1.9216070437e-03 1.8664105117e-03 1.2375748941e-03)
2.833            	-3.6534218260e-02 -4.1007583707e-02 3.3825311151e-01	(-3.8456429387e-02 -4.2876884503e-02 3.3701700904e-01)	(1.9222111276e-03 1.8693007960e-03 1.2361024743e-03)
2.834            	-3.6686663298e-02 -4.0681036180e-02 3.3847304934e-01	(-3.8609242677e-02 -4.2553251967e-02 3.3723858030e-01)	(1.9225793795e-03 1.8722157875e-03 1.2344690336e-03)
2.835            	-3.7452586341e-02 -4.0064875702e-02 3.3606880391e-01	(-3.9373506200e-02 -4.1939276507e-02 3.3483648366e-01)	(1.9209198592e-03 1.8744008050e-03 1.2323202495e-03)
2.836            	-3.6759808705e-02 -4.0154225112e-02 3.3960260287e-01	(-3.8681367906e-02 -4.2031726230e-02 3.3837195179e-01)	(1.9215592007e-03 1.8775011178e-03 1.2306510753e-03)
2.837            	-3.6959931349e-02 -3.9819068655e-02 3.3950115739e-01	(-3.8881761315e-02 -4.1699526086e-02 3.3827230069e-01)	(1.9218299665e-03 1.8804574314e-03 1.2288566963e-03)
2.838            	-3.7010981543e-02 -3.9554177770e-02 3.3990473945e-01	(-3.8933139046e-02 -4.1437540522e-02 3.3867779776e-01)	(1.9221575025e-03 1.8833627525e-03 1.2269416895e-03)
2.839            	-3.7114844717e-02 -3.9255129056e-02 3.4028933778e-01	(-3.9037174361e-02 -4.1141454512e-02 3.3906433496e-01)	(1.9223296446e-03 1.8863254560e-03 1.2250028282e-03)
2.84             	-3.7271848202e-02 -3.9016536656e-02 3.4097583452e-01	(-3.9194038852e-02 -4.0905761539e-02 3.3975285527e-01)	(1.9221906491e-03 1.8892248826e-03 1.2229792516e-03)
2.841            	-3.7245569789e-02 -3.8710316196e-02 3.4113040537e-01	(-3.9167898721e-02 -4.0602415167e-02 3.3990948309e-01)	(1.9223289320e-03 1.8920989710e-03 1.2209222819e-03)
2.842            	-3.7367368018e-02 -3.8418445979e-02 3.4135815469e-01	(-3.9289730235e-02 -4.0313346707e-02 3.4013941931e-01)	(1.9223622169e-03 1.8949007276e-03 1.2187353820e-03)
2.843            	-3.7636745588e-02 -3.8032686785e-02 3.4095982543e-01	(-3.9558544547e-02 -3.9930222883e-02 3.3974338248e-01)	(1.9217989584e-03 1.8975360987e-03 1.2164429436e-03)
2.844            	-3.7462266322e-02 -3.7866539555e-02 3.4223752972e-01	(-3.9384253128e-02 -3.9766871658e-02 3.4102332718e-01)	(1.9219868059e-03 1.9003321032e-03 1.2142025337e-03)
2.845            	-3.7581177537e-02 -3.7667794552e-02 3.4310269150e-01	(-3.9503228966e-02 -3.9570879732e-02 3.4189067477e-01)	(1.9220514288e-03 1.9030851801e-03 1.2120167334e-03)
2.846            	-3.7669637624e-02 -3.7340431183e-02 3.4326118867e-01	(-3.9591643433e-02 -3.9246249006e-02 3.4205150150e-01)	(1.9220058094e-03 1.9058178237e-03 1.2096871729e-03)
2.847            	-3.8495627046e-02 -3.6849821118e-02 3.4137790639e-01	(-4.0415426332e-02 -3.8757544900e-02 3.4017097276e-01)	(1.9197992858e-03 1.9077237826e-03 1.2069336232e-03)
2.848            	-3.7596151183e-02 -3.6911602007e-02 3.4545497988e-01	(-3.9516591574e-02 -3.8822457281e-02 3.4425014655e-01)	(1.9204403908e-03 1.9108552741e-03 1.2048333322e-03)
2.849            	-3.8275359350e-02 -3.5532072464e-02 3.3779918652e-01	(-4.0194258661e-02 -3.7445489841e-02 3.3659757071e-01)	(1.9188993109e-03 1.9134173778e-03 1.2016158101e-03)
2.85             	-3.7913100435e-02 -3.6840363811e-02 3.4935972825e-01	(-3.9832347757e-02 -3.8756493161e-02 3.4815990109e-01)	(1.9192473227e-03 1.9161293498e-03 1.1998271664e-03)
2.851            	-3.8695457942e-02 -3.5398282478e-02 3.4132291565e-01	(-4.0612609842e-02 -3.7316672032e-02 3.4012606695e-01)	(1.9171519001e-03 1.9183895541e-03 1.1968486923e-03)
2.852            	-3.8760567749e-02 -3.5414562767e-02 3.4372371107e-01	(-4.0675751972e-02 -3.7335075333e-02 3.4252962479e-01)	(1.9151842235e-03 1.9205125660e-03 1.1940862796e-03)
2.853            	-3.7871458805e-02 -3.5818086980e-02 3.4952189850e-01	(-3.9787483535e-02 -3.7741381511e-02 3.4832978298e-01)	(1.9160247303e-03 1.9232945305e-03 1.1921155255e-03)
2.854            	-3.7994177176e-02 -3.5349491246e-02 3.4836992515e-01	(-3.9910839361e-02 -3.7275322360e-02 3.4718015065e-01)	(1.9166621847e-03 1.9258311131e-03 1.1897744997e-03)
2.855            	-3.7997323049e-02 -3.5062283636e-02 3.4905779621e-01	(-3.9914718206e-02 -3.6990806894e-02 3.4787034954e-01)	(1.9173951566e-03 1.9285232578e-03 1.1874466693e-03)
2.856            	-3.8073296751e-02 -3.4774678944e-02 3.4977289816e-01	(-3.9991304767e-02 -3.6706001325e-02 3.4858785552e-01)	(1.9180080159e-03 1.9313223811e-03 1.1850426359e-03)
2.857            	-3.8189329736e-02 -3.4397552491e-02 3.4952439762e-01	(-4.0107696126e-02 -3.6331602687e-02 3.4834187209e-01)	(1.9183663909e-03 1.9340501963e-03 1.1825255301e-03)
2.858            	-3.8270592548e-02 -3.4105463392e-02 3.4963428169e-01	(-4.0189252791e-02 -3.6042028872e-02 3.4845440302e-01)	(1.9186602427e-03 1.9365654795e-03 1.1798786770e-03)
2.859            	-3.8511287122e-02 -3.3664929497e-02 3.4904722339e-01	(-4.0429626862e-02 -3.5603941890e-02 3.4787013562e-01)	(1.9183397397e-03 1.9390123922e-03 1.1770877695e-03)
2.86             	-3.8488200559e-02 -3.3678910921e-02 3.5074244985e-01	(-4.0406494268e-02 -3.5620013835e-02 3.4956809339e-01)	(1.9182937089e-03 1.9411029141e-03 1.1743564573e-03)
2.861            	-3.8491640991e-02 -3.3192703548e-02 3.5065249576e-01	(-4.0409943760e-02 -3.5136230565e-02 3.4948088300e-01)	(1.9183027696e-03 1.9435270179e-03 1.1716127606e-03)
2.862            	-3.8457448580e-02 -3.2916629743e-02 3.5131063513e-01	(-4.0376048139e-02 -3.4862647613e-02 3.5014177303e-01)	(1.9185995583e-03 1.9460178701e-03 1.1688621046e-03)
2.863            	-3.9306087575e-02 -3.2298559335e-02 3.4808243465e-01	(-4.1222626160e-02 -3.4246057703e-02 3.4691690803e-01)	(1.9165385848e-03 1.9474983684e-03 1.1655266235e-03)
2.864            	-3.8375404351e-02 -3.2368098261e-02 3.5275716404e-01	(-4.0292811894e-02 -3.4318310798e-02 3.5159423798e-01)	(1.9174075432e-03 1.9502125368e-03 1.1629260640e-03)
2.865            	-3.8595652660e-02 -3.1995456676e-02 3.5240373733e-01	(-4.0513327977e-02 -3.3948131803e-02 3.5124356698e-01)	(1.9176753171e-03 1.9526751268e-03 1.1601703422e-03)
2.866            	-3.8778995025e-02 -3.1703209498e-02 3.5300211162e-01	(-4.0696551749e-02 -3.3658315090e-02 3.5184474741e-01)	(1.9175567238e-03 1.9551055923e-03 1.1573642155e-03)
2.867            	-3.8785559718e-02 -3.1402935285e-02 3.5348814971e-01	(-4.0703057561e-02 -3.3360509452e-02 3.5233356558e-01)	(1.9174978430e-03 1.9575741670e-03 1.1545841322e-03)
2.868            	-3.8842269576e-02 -3.1082845653e-02 3.5370883781e-01	(-4.0759871944e-02 -3.3042840994e-02 3.5255711572e-01)	(1.9176023680e-03 1.9599953411e-03 1.1517220862e-03)
2.869            	-3.9047405838e-02 -3.0316291789e-02 3.5044132795e-01	(-4.0964333967e-02 -3.2278716686e-02 3.4929293692e-01)	(1.9169281284e-03 1.9624248972e-03 1.1483910372e-03)
2.87             	-3.9027921879e-02 -3.0659081977e-02 3.5624727591e-01	(-4.0944711755e-02 -3.2623985272e-02 3.5510154281e-01)	(1.9167898760e-03 1.9649032954e-03 1.1457330921e-03)
2.871            	-3.9697302415e-02 -2.9330357203e-02 3.4837694216e-01	(-4.1611721109e-02 -3.1297492695e-02 3.4723492281e-01)	(1.9144186941e-03 1.9671354915e-03 1.1420193537e-03)
2.872            	-3.9611056880e-02 -2.9451168300e-02 3.5188508576e-01	(-4.1523901325e-02 -3.1420374656e-02 3.5074633932e-01)	(1.9128444448e-03 1.9692063558e-03 1.1387464450e-03)
2.873            	-3.8808994106e-02 -2.9739427819e-02 3.5752918784e-01	(-4.0722749064e-02 -3.1711232091e-02 3.5639293807e-01)	(1.9137549577e-03 1.9718042720e-03 1.1362497728e-03)
2.874            	-3.9274079007e-02 -2.9230629284e-02 3.5537520803e-01	(-4.1187582719e-02 -3.1204368585e-02 3.5424195105e-01)	(1.9135037121e-03 1.9737393016e-03 1.1332569860e-03)
2.875            	-3.8969626570e-02 -2.8991297872e-02 3.5737408090e-01	(-4.0883762835e-02 -3.0967655063e-02 3.5624352351e-01)	(1.9141362657e-03 1.9763571913e-03 1.1305573911e-03)
2.876            	-3.9087659445e-02 -2.8655071040e-02 3.5759781497e-01	(-4.1002236336e-02 -3.0633987475e-02 3.5647005179e-01)	(1.9145768906e-03 1.9789164347e-03 1.1277631761e-03)
2.877            	-3.9151922193e-02 -2.8345564409e-02 3.5789989512e-01	(-4.1066820981e-02 -3.0326959050e-02 3.5677497091e-01)	(1.9148987880e-03 1.9813946409e-03 1.1249242147e-03)
2.878            	-3.9323378701e-02 -2.7973470432e-02 3.5771513020e-01	(-4.1238241200e-02 -2.9957221989e-02 3.5659318096e-01)	(1.9148624997e-03 1.9837515572e-03 1.1219492398e-03)
2.879            	-3.9848012299e-02 -2.7393278739e-02 3.5567375454e-01	(-4.1761337051e-02 -2.9379106726e-02 3.5455511421e-01)	(1.9133247522e-03 1.9858279868e-03 1.1186403276e-03)
2.88             	-3.9248581288e-02 -2.7322997884e-02 3.5881575063e-01	(-4.1162307989e-02 -2.9311402587e-02 3.5769998380e-01)	(1.9137267012e-03 1.9884047024e-03 1.1157668337e-03)
2.881            	-3.9276914804e-02 -2.7015197798e-02 3.5924798719e-01	(-4.1191021814e-02 -2.9006157024e-02 3.5813509415e-01)	(1.9141070101e-03 1.9909592255e-03 1.1128930453e-03)
2.882            	-3.9325346409e-02 -2.6659157237e-02 3.5944835899e-01	(-4.1239786308e-02 -2.8652652271e-02 3.5833838620e-01)	(1.9144398989e-03 1.9934950331e-03 1.1099727908e-03)
2.883            	-3.9389762262e-02 -2.6350745495e-02 3.5978516196e-01	(-4.1304412401e-02 -2.8346675568e-02 3.5867812400e-01)	(1.9146501388e-03 1.9959300736e-03 1.1070379602e-03)
2.884            	-3.9606968109e-02 -2.6042575712e-02 3.6008019829e-01	(-4.1521352596e-02 -2.8040787305e-02 3.5897613937e-01)	(1.9143844876e-03 1.9982115930e-03 1.1040589269e-03)
2.885            	-3.9571297351e-02 -2.5665956672e-02 3.6056904041e-01	(-4.1485471539e-02 -2.7666635027e-02 3.5946791757e-01)	(1.9141741878e-03 2.0006783544e-03 1.1011228391e-03)
2.886            	-3.9621412072e-02 -2.5484269288e-02 3.6124603319e-01	(-4.1535423509e-02 -2.7487105172e-02 3.6014782678e-01)	(1.9140114364e-03 2.0028358843e-03 1.0982064008e-03)
2.887            	-3.9524760783e-02 -2.5029709617e-02 3.6149663474e-01	(-4.1438881110e-02 -2.7035026930e-02 3.6040128553e-01)	(1.9141203271e-03 2.0053173137e-03 1.0953492073e-03)
2.888            	-3.9785765420e-02 -2.4632871929e-02 3.6080118732e-01	(-4.1699339936e-02 -2.6640398632e-02 3.5970887666e-01)	(1.9135745161e-03 2.0075267029e-03 1.0923106627e-03)
2.889            	-3.9690655535e-02 -2.4373002442e-02 3.6214234504e-01	(-4.1604076326e-02 -2.6382817786e-02 3.6105287583e-01)	(1.9134207913e-03 2.0098153437e-03 1.0894692177e-03)
2.89             	-4.0245915333e-02 -2.3962719338e-02 3.6006985032e-01	(-4.2157704090e-02 -2.5973802809e-02 3.5898363812e-01)	(1.9117887572e-03 2.0110834706e-03 1.0862122022e-03)
2.891            	-4.0911010007e-02 -2.2095414556e-02 3.4795100528e-01	(-4.2818650068e-02 -2.4108525719e-02 3.4686942231e-01)	(1.9076400610e-03 2.0131111629e-03 1.0815829685e-03)
2.892            	-3.9758001623e-02 -2.3919881073e-02 3.6872861619e-01	(-4.1666119235e-02 -2.5935196134e-02 3.6764895677e-01)	(1.9081176117e-03 2.0153150619e-03 1.0796594145e-03)
2.893            	-3.9566792642e-02 -2.3285397961e-02 3.6603613608e-01	(-4.1475778126e-02 -2.5303006899e-02 3.6495885383e-01)	(1.9089854843e-03 2.0176089381e-03 1.0772822568e-03)
2.894            	-3.9793060655e-02 -2.2860876276e-02 3.6555398473e-01	(-4.1702256963e-02 -2.4880643931e-02 3.6447927688e-01)	(1.9091963080e-03 2.0197676554e-03 1.0747078528e-03)
2.895            	-3.9686279703e-02 -2.2514605913e-02 3.6554607944e-01	(-4.1596084367e-02 -2.4536433068e-02 3.6447404652e-01)	(1.9098046642e-03 2.0218271550e-03 1.0720329249e-03)
2.896            	-3.9873588841e-02 -2.2116311984e-02 3.6509583509e-01	(-4.1783538521e-02 -2.4140047918e-02 3.6402664258e-01)	(1.9099496794e-03 2.0237359344e-03 1.0691925060e-03)
2.897            	-3.9826167369e-02 -2.1775799630e-02 3.6572146826e-01	(-4.1736376962e-02 -2.3801520338e-02 3.6465507991e-01)	(1.9102095930e-03 2.0257207080e-03 1.0663883500e-03)
2.898            	-3.9923696684e-02 -2.1340771688e-02 3.6548367689e-01	(-4.1833907187e-02 -2.3368542574e-02 3.6442015215e-01)	(1.9102105034e-03 2.0277708859e-03 1.0635247352e-03)
2.899            	-3.9964775608e-02 -2.1033628260e-02 3.6620546107e-01	(-4.1874889675e-02 -2.3063434988e-02 3.6514476445e-01)	(1.9101140668e-03 2.0298067282e-03 1.0606966251e-03)
2.9              	-3.9998310885e-02 -2.0691568231e-02 3.6601738646e-01	(-4.1908308923e-02 -2.2723112682e-02 3.6495958951e-01)	(1.9099980374e-03 2.0315444510e-03 1.0577969549e-03)
2.901            	-4.0005477093e-02 -2.0416252066e-02 3.6737302438e-01	(-4.1915397257e-02 -2.2449678625e-02 3.6631796380e-01)	(1.9099201646e-03 2.0334265587e-03 1.0550605829e-03)
2.902            	-4.0060451845e-02 -1.9968702894e-02 3.6668602757e-01	(-4.1970122462e-02 -2.2003918756e-02 3.6563382090e-01)	(1.9096706173e-03 2.0352158622e-03 1.0522066651e-03)
2.903            	-4.0057271677e-02 -1.9624185588e-02 3.6701210083e-01	(-4.1966734994e-02 -2.1661126297e-02 3.6596277552e-01)	(1.9094633176e-03 2.0369407092e-03 1.0493253104e-03)
2.904            	-4.0178833662e-02 -1.9218286614e-02 3.6710395774e-01	(-4.2087789826e-02 -2.1257033133e-02 3.6605751782e-01)	(1.9089561635e-03 2.0387465198e-03 1.0464399246e-03)
2.905            	-4.0593064570e-02 -1.8752093677e-02 3.6594246390e-01	(-4.2500247091e-02 -2.0792370049e-02 3.6489914111e-01)	(1.9071825215e-03 2.0402763713e-03 1.0433227949e-03)
2.906            	-4.0048731077e-02 -1.8504193550e-02 3.6758809952e-01	(-4.1955874418e-02 -2.0546233257e-02 3.6654763822e-01)	(1.9071433413e-03 2.0420397077e-03 1.0404612920e-03)
2.907            	-4.0130347179e-02 -1.8132340383e-02 3.6770065316e-01	(-4.2037224076e-02 -2.0176083088e-02 3.6666311460e-01)	(1.9068768971e-03 2.0437427046e-03 1.0375385647e-03)
2.908            	-4.0209630884e-02 -1.7746371105e-02 3.6772830030e-01	(-4.2116069947e-02 -1.9791770868e-02 3.6669369068e-01)	(1.9064390629e-03 2.0453997630e-03 1.0346096256e-03)
2.909            	-4.0231403097e-02 -1.7391945862e-02 3.6830663966e-01	(-4.2137301378e-02 -1.9439022919e-02 3.6727495400e-01)	(1.9058982812e-03 2.0470770566e-03 1.0316856564e-03)
2.91             	-4.1160622742e-02 -1.6036901271e-02 3.5478205329e-01	(-4.3062951037e-02 -1.8084864819e-02 3.5375497552e-01)	(1.9023282954e-03 2.0479635480e-03 1.0270777745e-03)
2.911            	-4.0346038151e-02 -1.6842878778e-02 3.7216732058e-01	(-4.2247895736e-02 -1.8892789894e-02 3.7114256706e-01)	(1.9018575849e-03 2.0499111160e-03 1.0247535232e-03)
2.912            	-4.0243498703e-02 -1.6344059619e-02 3.7029706610e-01	(-4.2145071725e-02 -1.8395747730e-02 3.6927496422e-01)	(1.9015730216e-03 2.0516881106e-03 1.0221018747e-03)
2.913            	-4.0282067414e-02 -1.5979152614e-02 3.7027067456e-01	(-4.2183284985e-02 -1.8032496053e-02 3.6925136855e-01)	(1.9012175705e-03 2.0533434392e-03 1.0193060139e-03)
2.914            	-4.0297871990e-02 -1.5612276643e-02 3.7032873143e-01	(-4.2198801529e-02 -1.7667175349e-02 3.6931230229e-01)	(1.9009295385e-03 2.0548987059e-03 1.0164291410e-03)
2.915            	-4.0775712701e-02 -1.5298500948e-02 3.6754278227e-01	(-4.2675159845e-02 -1.7353497436e-02 3.6652977151e-01)	(1.8994471441e-03 2.0549964883e-03 1.0130107665e-03)
2.916            	-4.0060856416e-02 -1.4873079528e-02 3.7141236367e-01	(-4.1960716874e-02 -1.6929992181e-02 3.7040215162e-01)	(1.8998604578e-03 2.0569126533e-03 1.0102120428e-03)
2.917            	-4.0187518610e-02 -1.4520053919e-02 3.7095648454e-01	(-4.2087495081e-02 -1.6578480853e-02 3.6994926064e-01)	(1.8999764713e-03 2.0584269334e-03 1.0072238936e-03)
2.918            	-4.0372344319e-02 -1.4112767187e-02 3.7045472705e-01	(-4.2271951098e-02 -1.6172503833e-02 3.6945065981e-01)	(1.8996067798e-03 2.0597366453e-03 1.0040672353e-03)
2.919            	-4.0419940435e-02 -1.3765596025e-02 3.7062339707e-01	(-4.2319137819e-02 -1.5826518394e-02 3.6962253150e-01)	(1.8991973833e-03 2.0609223684e-03 1.0008655731e-03)
2.92             	-4.0398796517e-02 -1.3364051697e-02 3.7042043886e-01	(-4.2297754953e-02 -1.5426144140e-02 3.6942283488e-01)	(1.8989584354e-03 2.0620924430e-03 9.9760398795e-04)
2.921            	-4.0499412487e-02 -1.3026653241e-02 3.7067483735e-01	(-4.2397838787e-02 -1.5089797766e-02 3.6968053428e-01)	(1.8984263003e-03 2.0631445246e-03 9.9430306828e-04)
2.922            	-4.0585025349e-02 -1.2615316614e-02 3.7052459270e-01	(-4.2482844996e-02 -1.4679510975e-02 3.6953364238e-01)	(1.8978196470e-03 2.0641943605e-03 9.9095032460e-04)
2.923            	-4.0583738924e-02 -1.2222325524e-02 3.7050764663e-01	(-4.2480953739e-02 -1.4287611941e-02 3.6952009407e-01)	(1.8972148150e-03 2.0652864177e-03 9.8755255517e-04)
2.924            	-4.0611369866e-02 -1.1862693483e-02 3.7092992457e-01	(-4.2508054484e-02 -1.3929134299e-02 3.6994573819e-01)	(1.8966846185e-03 2.0664408166e-03 9.8418637876e-04)
2.925            	-4.0726035156e-02 -1.1503447522e-02 3.7117134213e-01	(-4.2621907157e-02 -1.3571015544e-02 3.7019053026e-01)	(1.8958720011e-03 2.0675680217e-03 9.8081186409e-04)
2.926            	-4.0761403777e-02 -1.1076065160e-02 3.7079456791e-01	(-4.2656461310e-02 -1.3144824114e-02 3.6981719335e-01)	(1.8950575329e-03 2.0687589538e-03 9.7737456380e-04)
2.927            	-4.0755834235e-02 -1.0646704321e-02 3.7069466082e-01	(-4.2650111957e-02 -1.2716811995e-02 3.6972074886e-01)	(1.8942777223e-03 2.0701076739e-03 9.7391196179e-04)
2.928            	-4.0716125462e-02 -1.0248578244e-02 3.7091818279e-01	(-4.2609868187e-02 -1.2320221142e-02 3.6994768033e-01)	(1.8937427251e-03 2.0716428972e-03 9.7050245981e-04)
2.929            	-4.1361097282e-02 -9.5212239816e-03 3.6401005114e-01	(-4.3252376283e-02 -1.1593791724e-02 3.6304384727e-01)	(1.8912790017e-03 2.0725677421e-03 9.6620387015e-04)
2.93             	-4.1244229505e-02 -9.2722391696e-03 3.6637633998e-01	(-4.3133420854e-02 -1.1345865454e-02 3.6541404144e-01)	(1.8891913490e-03 2.0736262842e-03 9.6229854089e-04)
2.931            	-4.0681561237e-02 -9.3477106373e-03 3.7559292375e-01	(-4.2570969825e-02 -1.1423102303e-02 3.7463336130e-01)	(1.8894085876e-03 2.0753916659e-03 9.5956244888e-04)
2.932            	-4.0783169499e-02 -8.9379455508e-03 3.7321122725e-01	(-4.2672565648e-02 -1.1014734823e-02 3.7225479800e-01)	(1.8893961490e-03 2.0767892718e-03 9.5642924910e-04)
2.933            	-4.0895724561e-02 -8.4916431075e-03 3.7304957107e-01	(-4.2784759124e-02 -1.0569890950e-02 3.7209637220e-01)	(1.8890345625e-03 2.0782478423e-03 9.5319886515e-04)
2.934            	-4.0673278172e-02 -8.0035952333e-03 3.7294039651e-01	(-4.2562738534e-02 -1.0083756491e-02 3.7199042394e-01)	(1.8894603624e-03 2.0801612581e-03 9.4997256627e-04)
2.935            	-4.0720244842e-02 -7.6440346382e-03 3.7303766052e-01	(-4.2610031430e-02 -9.7259704751e-03 3.7209099704e-01)	(1.8897865876e-03 2.0819358370e-03 9.4666348816e-04)
2.936            	-4.0779319520e-02 -7.2046048541e-03 3.7245038247e-01	(-4.2669272068e-02 -9.2883409536e-03 3.7150708631e-01)	(1.8899525480e-03 2.0837360994e-03 9.4329615888e-04)
2.937            	-4.0823324914e-02 -6.8403771468e-03 3.7353265785e-01	(-4.2713435148e-02 -8.9260876563e-03 3.7259260198e-01)	(1.8901102345e-03 2.0857105095e-03 9.4005586753e-04)
2.938            	-4.0824976338e-02 -6.4045571890e-03 3.7259425320e-01	(-4.2715262026e-02 -8.4921654050e-03 3.7165754558e-01)	(1.8902856882e-03 2.0876082160e-03 9.3670761434e-04)
2.939            	-4.0818066361e-02 -6.0116337086e-03 3.7285360270e-01	(-4.2708540724e-02 -8.1012211149e-03 3.7192023107e-01)	(1.8904743630e-03 2.0895874063e-03 9.3337162704e-04)
2.94             	-4.0834754797e-02 -5.6956841878e-03 3.7117640837e-01	(-4.2725574335e-02 -7.7865489670e-03 3.7024655958e-01)	(1.8908195381e-03 2.0908647793e-03 9.2984879353e-04)
2.941            	-4.0734907063e-02 -5.2384951097e-03 3.7307236542e-01	(-4.2626198120e-02 -7.3313721146e-03 3.7214578474e-01)	(1.8912910567e-03 2.0928770049e-03 9.2658068005e-04)
2.942            	-4.0873210075e-02 -4.8541404225e-03 3.7241954627e-01	(-4.2764726359e-02 -6.9487701803e-03 3.7149631385e-01)	(1.8915162835e-03 2.0946297578e-03 9.2323241874e-04)
2.943            	-4.0920030420e-02 -4.4457952778e-03 3.7256135766e-01	(-4.2811600294e-02 -6.5422475174e-03 3.7164147560e-01)	(1.8915698746e-03 2.0964522396e-03 9.1988205802e-04)
2.944            	-4.0959158954e-02 -4.0425889481e-03 3.7223322800e-01	(-4.2850731286e-02 -6.1407926974e-03 3.7131668139e-01)	(1.8915723327e-03 2.0982037494e-03 9.1654660823e-04)
2.945            	-4.0895875259e-02 -3.6547636124e-03 3.7258834380e-01	(-4.2787601327e-02 -5.7547835470e-03 3.7167509911e-01)	(1.8917260673e-03 2.1000199346e-03 9.1324469271e-04)
2.946            	-4.1117923738e-02 -3.1872778603e-03 3.7167520982e-01	(-4.3009226324e-02 -5.2890885130e-03 3.7076536206e-01)	(1.8913025860e-03 2.1018106527e-03 9.0984775444e-04)
2.947            	-4.1025715309e-02 -2.8880436424e-03 3.7262080487e-01	(-4.2916881511e-02 -4.9915037236e-03 3.7171422653e-01)	(1.8911662026e-03 2.1034600812e-03 9.0657834663e-04)
2.948            	-4.1163496483e-02 -2.4279039910e-03 3.7189878165e-01	(-4.3054123829e-02 -4.5330277517e-03 3.7099553187e-01)	(1.8906273469e-03 2.1051237606e-03 9.0324978207e-04)
2.949            	-4.1917728053e-02 -1.3975109624e-03 3.5692275753e-01	(-4.3804711084e-02 -3.5038303085e-03 3.5602463065e-01)	(1.8869830308e-03 2.1063193462e-03 8.9812687910e-04)
2.95             	-4.1186109049e-02 -1.8906168332e-03 3.7736330500e-01	(-4.3073044492e-02 -3.9984674547e-03 3.7646756033e-01)	(1.8869354428e-03 2.1078506215e-03 8.9574467017e-04)
2.951            	-4.1439927507e-02 -1.2464087338e-03 3.7384613076e-01	(-4.3325446499e-02 -3.3559639219e-03 3.7295335117e-01)	(1.8855189915e-03 2.1095551881e-03 8.9277958861e-04)
2.952            	-4.1527374080e-02 -7.7230865879e-04 3.7206637304e-01	(-4.3411243171e-02 -2.8834831690e-03 3.7117675869e-01)	(1.8838690910e-03 2.1111745102e-03 8.8961434446e-04)
